"","id","prize","year","name","gender","yob","yod","univ","city","country","Flagged"
"190","11906102","1","1906","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) ","CORRECT"
"191","11906111","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"192","11906121","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"193","11906131","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"194","11906141","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"195","11906151","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"196","11906161","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"197","11906171","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) ","CORRECT"
"198","11906181","1","1906","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) ","CORRECT"
"199","1190711","1","1907","Ferdinand C Braun","M","1850","1918","University of Strasbourg","Strasbourg","GERMANY (DE) ","CORRECT"
"200","1190721","1","1907","William  Crookes","M","1832",NA,NA,NA,"UNITED KINGDOM (GB) ","CORRECT"
"201","1190731","1","1907","Pierre  Duhem","M","1861",NA,NA,NA,"FRANCE (FR) ","CORRECT"
"202","1190741","1","1907","Albert A Michelson","M","1852","1931","University of Chicago","Chicago","UNITED STATES (US) ","CORRECT"
"203","1190742","1","1907","Augusto  Righi","M","1850",NA,NA,NA,"ITALY (IT) ","CORRECT"
"204","1190743","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) ","CORRECT"
"205","1190751","1","1907","Julius  Elster","M","1854",NA,NA,NA,"GERMANY (DE) ","CORRECT"
"206","1190752","1","1907","Hans  Geitel","M","1855",NA,NA,NA,"GERMANY (DE) ","CORRECT"
"207","1190753","1","1907","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) ","CORRECT"
"208","1190761","1","1907","Ernst  Hagen","M","1851",NA,NA,NA,"GERMANY (DE) ","CORRECT"
"209","1190762","1","1907","Heinrich  Rubens","M","1865",NA,NA,NA,"GERMANY (DE) ","CORRECT"
"210","1190771","1","1907","Oliver  Heaviside","M","1850","1925",NA,NA,"UNITED KINGDOM (GB) ","CORRECT"
"211","1190772","1","1907","Max K Planck","M","1858","1947","Berlin","Berlin","GERMANY (DE) ","CORRECT"
"212","1190773","1","1907","Wilhelm  Wien","M","1864","1928",NA,NA,"GERMANY (DE) ","CORRECT"
"213","1190781","1","1907","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) ","CORRECT"
"214","1190782","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) ","CORRECT"
"215","1190791","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) ","CORRECT"
"216","1190792","1","1907","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) ","CORRECT"
