"","id","prize","year","name","gender","yob","yod","univ","city","country"
"1","1190111","1","1901","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"2","1190121","1","1901","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"3","1190131","1","1901","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"4","1190141","1","1901","William W Campbell","M","1862","1938",NA,NA,"UNITED STATES (US) "
"5","1190151","1","1901","William W Campbell","M","1862","1938",NA,NA,"UNITED STATES (US) "
"6","1190161","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"7","1190171","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"8","1190172","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"9","1190181","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"10","1190182","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"11","1190191","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"12","1190192","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"13","11901101","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"14","11901102","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"15","11901111","1","1901","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"16","11901112","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"17","11901121","1","1901","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"18","11901131","1","1901","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"19","11901141","1","1901","Adolf E Nordenskiöld","M","1832",NA,NA,NA,"SWEDEN (SE) "
"20","11901151","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"21","11901161","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"22","11901171","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"23","11901181","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"24","11901191","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"25","11901201","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"26","11901211","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"27","11901221","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"28","11901231","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"29","11901241","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"30","11901251","1","1901","Wilhelm C Röntgen","M","1845","1923","University of Munich","Munich","GERMANY (DE) "
"31","11901261","1","1901","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"32","11901271","1","1901","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"33","11901281","1","1901","Pieter  Zeeman","M","1865","1943","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"34","11901291","1","1901","Pieter  Zeeman","M","1865","1943","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"35","1190211","1","1902","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"36","1190221","1","1902","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"37","1190231","1","1902","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"38","1190241","1","1902","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"39","1190251","1","1902","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"40","1190252","1","1902","Marie  Curie","F","1867","1934",NA,"Paris","FRANCE (FR) "
"41","1190253","1","1902","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"42","1190261","1","1902","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"43","1190271","1","1902","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"44","1190272","1","1902","Marie  Curie","F","1867","1934",NA,"Paris","FRANCE (FR) "
"45","1190273","1","1902","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"46","1190281","1","1902","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"47","1190282","1","1902","Pierre  Chappuis","M","1855","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
"48","1190283","1","1902","Charles E Guillaume","M","1861",NA,NA,NA,"FRANCE (FR) "
"49","1190291","1","1902","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"50","11902101","1","1902","Wilhelm  Hittorf","M","1824",NA,NA,NA,"GERMANY (DE) "
"51","11902111","1","1902","John  Kerr","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"52","11902121","1","1902","John  Kerr","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"53","11902131","1","1902","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"54","11902141","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"55","11902151","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"56","11902161","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"57","11902171","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"58","11902181","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"59","11902191","1","1902","Hendrik A Lorentz","M","1853","1928","Leiden University","Leiden ","NETHERLANDS (NL) "
"60","11902201","1","1902","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"61","11902211","1","1902","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"62","11902221","1","1902","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"63","11902231","1","1902","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"64","11902241","1","1902","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"65","11902251","1","1902","Pieter  Zeeman","M","1865","1943","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"66","1190311","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"67","1190321","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"68","1190331","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"69","1190341","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"70","1190351","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"71","1190361","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"72","1190371","1","1903","Svante A Arrhenius","M","1859","1927","Stockholm University","Stockholm","SWEDEN (SE) "
"73","1190381","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"74","1190391","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"75","1190392","1","1903","Marie  Curie","F","1867","1934",NA,"Paris","FRANCE (FR) "
"76","1190393","1","1903","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"77","11903101","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"78","11903102","1","1903","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"79","11903111","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"80","11903112","1","1903","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"81","11903121","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"82","11903122","1","1903","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"83","11903131","1","1903","Henri A Becquerel","M","1852","1908","École Polytechnique","Paris","FRANCE (FR) "
"84","11903132","1","1903","Pierre  Curie","M","1859","1906","Municipal School of Industrial Physics and Chemistry","Paris","FRANCE (FR) "
"85","11903141","1","1903","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"86","11903142","1","1903","Pierre  Chappuis","M","1855","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
"87","11903143","1","1903","Charles E Guillaume","M","1861",NA,NA,NA,"FRANCE (FR) "
"88","11903151","1","1903","Ludwig  Boltzmann","M","1844","1906",NA,NA,"AUSTRIA (AT) "
"89","11903161","1","1903","Wilhelm  Hittorf","M","1824",NA,NA,NA,"GERMANY (DE) "
"90","11903171","1","1903","John  Kerr","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"91","11903181","1","1903","Gustave  Le Bon","M","1841",NA,NA,NA,"FRANCE (FR) "
"92","11903191","1","1903","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"93","11903201","1","1903","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"94","11903211","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"95","11903221","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"96","11903231","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"97","11903241","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"98","11903251","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"99","11903261","1","1903","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"100","11903271","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"101","11903281","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"102","11903291","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"103","11903301","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"104","11903311","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"105","11903321","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"106","11903331","1","1903","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"107","11903341","1","1903","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"108","11903351","1","1903","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"109","1190411","1","1904","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"110","1190421","1","1904","Ernst  Abbe","M","1840","1905",NA,NA,"GERMANY (DE) "
"111","1190422","1","1904","Wilhelm  Hittorf","M","1824",NA,NA,NA,"GERMANY (DE) "
"112","1190423","1","1904","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) "
"113","1190431","1","1904","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"114","1190432","1","1904","Pierre  Chappuis","M","1855","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
"115","1190433","1","1904","Charles E Guillaume","M","1861",NA,NA,NA,"FRANCE (FR) "
"116","1190441","1","1904","Edouard  Branly","M","1844",NA,NA,NA,"FRANCE (FR) "
"117","1190451","1","1904","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"118","1190461","1","1904","Sir James  Dewar","M","1842","1923",NA,NA,"UNITED KINGDOM (GB) "
"119","1190462","1","1904","Walter  Kaufmann","M","1871",NA,NA,NA,"GERMANY (DE) "
"120","1190463","1","1904","Karol  Olszewski","M","1846",NA,NA,NA,"POLAND (PL) "
"121","1190471","1","1904","Julius  Elster","M","1854",NA,NA,NA,"GERMANY (DE) "
"122","1190472","1","1904","Hans  Geitel","M","1855","1917","University of Munich","Munich","GERMANY (DE) "
"123","1190481","1","1904","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"124","1190482","1","1904","Oliver  Heaviside","M","1850","1925",NA,NA,"UNITED KINGDOM (GB) "
"125","1190491","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"126","11904101","1","1904","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) "
"127","11904102","1","1904","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"128","11904103","1","1904","Arthur  Schuster","M","1851",NA,NA,NA,"UNITED KINGDOM (GB) "
"129","11904111","1","1904","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"130","11904121","1","1904","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"131","11904122","1","1904","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"132","11904131","1","1904","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"133","11904132","1","1904","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"134","11904141","1","1904","Albert A Michelson","M","1852","1931","University of Chicago","Chicago","UNITED STATES (US) "
"135","11904151","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"136","11904152","1","1904","Sir William  Ramsay","M","1852","1916","University of London","London","UNITED KINGDOM (GB) "
"137","11904161","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"138","11904171","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"139","11904181","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"140","11904191","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"141","11904201","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"142","11904211","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"143","11904221","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"144","11904231","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"145","11904241","1","1904","John W Strutt, Lord Rayleigh","M","1842","1919","Royal Institution of Great Britain","London","UNITED KINGDOM (GB) "
"146","1190511","1","1905","Ernst  Abbe","M","1840","1905",NA,NA,"GERMANY (DE) "
"147","1190521","1","1905","René  Blondlot","M","1849",NA,NA,NA,"FRANCE (FR) "
"148","1190531","1","1905","Ludwig  Boltzmann","M","1844","1906",NA,NA,"AUSTRIA (AT) "
"149","1190541","1","1905","Ferdinand C Braun","M","1850","1918","University of Strasbourg","Strasbourg","GERMANY (DE) "
"150","1190551","1","1905","Sir James  Dewar","M","1842","1923",NA,NA,"UNITED KINGDOM (GB) "
"151","1190552","1","1905","Petr N Lebedev","M","1866",NA,NA,NA,"RUSSIAN FEDERATION (RU) "
"152","1190561","1","1905","Julius  Elster","M","1854",NA,NA,NA,"GERMANY (DE) "
"153","1190562","1","1905","Hans  Geitel","M","1855","1917","University of Munich","Munich","GERMANY (DE) "
"154","1190571","1","1905","Oliver  Heaviside","M","1850","1925",NA,NA,"UNITED KINGDOM (GB) "
"155","1190572","1","1905","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"156","1190581","1","1905","Heinrich  Kayser","M","1853",NA,NA,NA,"GERMANY (DE) "
"157","1190591","1","1905","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) "
"158","11905101","1","1905","Philipp Eduard Anton  von Lenard","M","1862","1947","Kiel University","Kiel","GERMANY (DE) "
"159","11905111","1","1905","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"160","11905121","1","1905","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"161","11905131","1","1905","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"162","11905141","1","1905","Augusto  Righi","M","1850",NA,NA,NA,"ITALY (IT) "
"163","11905151","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"164","11905161","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"165","11905171","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"166","11905181","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"167","11905191","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"168","11905201","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"169","11905211","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"170","11905221","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"171","11905231","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"172","11905241","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"173","11905251","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"174","11905261","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"175","11905271","1","1905","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"176","1190611","1","1906","Ludwig  Boltzmann","M","1844","1906",NA,NA,"AUSTRIA (AT) "
"177","1190621","1","1906","Lorenz  Boltzmann","M","1862",NA,NA,NA,"AUSTRIA (AT) "
"178","1190631","1","1906","Ludwig  Boltzmann","M","1844","1906",NA,NA,"AUSTRIA (AT) "
"179","1190641","1","1906","Ferdinand C Braun","M","1850","1918","University of Strasbourg","Strasbourg","GERMANY (DE) "
"180","1190651","1","1906","Ferdinand C Braun","M","1850","1918","University of Strasbourg","Strasbourg","GERMANY (DE) "
"181","1190661","1","1906","Julius  von Hann","M","1839",NA,NA,NA,"AUSTRIA (AT) "
"182","1190671","1","1906","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) "
"183","1190672","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"184","1190681","1","1906","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"185","1190682","1","1906","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"186","1190691","1","1906","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"187","1190692","1","1906","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"188","1190693","1","1906","Augusto  Righi","M","1850","1908","École Polytechnique","Paris","ITALY (IT) "
"189","11906101","1","1906","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"190","11906102","1","1906","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"191","11906111","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"192","11906121","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"193","11906131","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"194","11906141","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"195","11906151","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"196","11906161","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"197","11906171","1","1906","Sir Joseph J Thomson","M","1856","1940","University of Cambridge","Cambridge","UNITED KINGDOM (GB) "
"198","11906181","1","1906","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"199","1190711","1","1907","Ferdinand C Braun","M","1850","1918","University of Strasbourg","Strasbourg","GERMANY (DE) "
"200","1190721","1","1907","William  Crookes","M","1832",NA,NA,NA,"UNITED KINGDOM (GB) "
"201","1190731","1","1907","Pierre  Duhem","M","1861",NA,NA,NA,"FRANCE (FR) "
"202","1190741","1","1907","Albert A Michelson","M","1852","1931","University of Chicago","Chicago","UNITED STATES (US) "
"203","1190742","1","1907","Augusto  Righi","M","1850",NA,NA,NA,"ITALY (IT) "
"204","1190743","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"205","1190751","1","1907","Julius  Elster","M","1854",NA,NA,NA,"GERMANY (DE) "
"206","1190752","1","1907","Hans  Geitel","M","1855",NA,NA,NA,"GERMANY (DE) "
"207","1190753","1","1907","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"208","1190761","1","1907","Ernst  Hagen","M","1851",NA,NA,NA,"GERMANY (DE) "
"209","1190762","1","1907","Heinrich  Rubens","M","1865",NA,NA,NA,"GERMANY (DE) "
"210","1190771","1","1907","Oliver  Heaviside","M","1850","1925",NA,NA,"UNITED KINGDOM (GB) "
"211","1190772","1","1907","Max K Planck","M","1858","1947","Berlin","Berlin","GERMANY (DE) "
"212","1190773","1","1907","Wilhelm  Wien","M","1864","1928",NA,NA,"GERMANY (DE) "
"213","1190781","1","1907","Friedrich  Kohlrausch","M","1840",NA,NA,NA,"GERMANY (DE) "
"214","1190782","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"215","1190791","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"216","1190792","1","1907","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"217","11907101","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"218","11907111","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"219","11907121","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"220","11907122","1","1907","Henri  Poincaré","M","1854",NA,NA,NA,"FRANCE (FR) "
"221","11907131","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"222","11907141","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"223","11907151","1","1907","Gabriel  Lippmann","M","1845","1921","Sorbonne","Paris","FRANCE (FR) "
"224","11907161","1","1907","Albert A Michelson","M","1852","1931","University of Chicago","Chicago","UNITED STATES (US) "
"225","11907171","1","1907","Albert A Michelson","M","1852","1931","University of Chicago","Chicago","UNITED STATES (US) "
"226","11907181","1","1907","Max K Planck","M","1858","1947","Berlin","Berlin","GERMANY (DE) "
"227","11907191","1","1907","Augusto  Righi","M","1850",NA,NA,NA,"ITALY (IT) "
"228","11907201","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"229","11907211","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"230","11907221","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"231","11907231","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"232","11907241","1","1907","Ernest  Lord Rutherford","M","1871","1937","Victoria University of Manchester","Manchester","UNITED KINGDOM (GB) "
"233","11907251","1","1907","William  Thomson","M","1824",NA,NA,NA,"UNITED KINGDOM (GB) "
"234","11907261","1","1907","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"235","11907271","1","1907","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"236","11907281","1","1907","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"237","11907291","1","1907","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"238","11907301","1","1907","Johannes D van der Waals","M","1837","1923","University of Amsterdam","Amsterdam","NETHERLANDS (NL) "
"239","1190811","1","1908","Emile  Amagat","M","1841",NA,NA,NA,"FRANCE (FR) "
"240","1190821","1","1908","Guglielmo  Marconi","M","1874","1937","Marconi Wireless Telegraph Co Ltd","London","UNITED KINGDOM (GB) "
"241","1190822","1","1908","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"242","1190823","1","1908","Charles E Guillaume","M","1861","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
"243","1190831","1","1908","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"244","1190832","1","1908","Charles E Guillaume","M","1861","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
"245","1190841","1","1908","René  Benoit","M","1844",NA,NA,NA,"FRANCE (FR) "
"246","1190842","1","1908","Charles E Guillaume","M","1861","1938","International Bureau of Weights and Measures","Sèvres","FRANCE (FR) "
